Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
162.0,60.0,1.0,110.0,13688.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,9.0,5.0,2003.0,2004.0,0.0,1.0,7.0,9.0,1.0,664.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1016.0,5.0,0.0,556.0,1572.0,0.0,0.0,0.0,1.0,1572.0,1096.0,0.0,2668.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,10.0,5.0,2.0,2.0,3.0,2003.0,0.0,3.0,726.0,1.0,1.0,1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,5.0,3.0,412500.0
197.0,20.0,1.0,79.0,9416.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,0.0,0.0,1.0,7.0,5.0,2007.0,2007.0,1.0,1.0,2.0,2.0,2.0,205.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,1126.0,5.0,0.0,600.0,1726.0,0.0,0.0,0.0,1.0,1726.0,0.0,0.0,1726.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,5.0,1.0,2.0,1.0,2007.0,0.0,3.0,786.0,1.0,1.0,1.0,171.0,138.0,0.0,0.0,266.0,0.0,0.0,9.0,2007.0,4.0,4.0,311872.0
227.0,60.0,1.0,82.0,9950.0,1.0,0.0,3.0,0.0,4.0,0.0,10.0,2.0,0.0,0.0,2.0,7.0,5.0,1995.0,1995.0,0.0,1.0,7.0,9.0,1.0,290.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,565.0,5.0,0.0,638.0,1203.0,0.0,0.0,0.0,1.0,1214.0,1306.0,0.0,2520.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,4.0,1.0,1995.0,1.0,3.0,721.0,1.0,1.0,1.0,224.0,114.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,5.0,0.0,290000.0
232.0,60.0,1.0,174.0,15138.0,1.0,0.0,3.0,0.0,4.0,0.0,10.0,2.0,0.0,0.0,2.0,8.0,5.0,1995.0,1996.0,0.0,1.0,7.0,9.0,1.0,506.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,689.0,5.0,0.0,773.0,1462.0,0.0,0.0,0.0,1.0,1490.0,1304.0,0.0,2794.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,9.0,5.0,1.0,4.0,1.0,1995.0,0.0,3.0,810.0,1.0,1.0,1.0,0.0,146.0,202.0,0.0,0.0,0.0,0.0,7.0,2009.0,5.0,3.0,403000.0
262.0,60.0,1.0,69.0,9588.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,8.0,5.0,2007.0,2007.0,0.0,1.0,2.0,2.0,2.0,270.0,1.0,1.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,1482.0,1482.0,0.0,0.0,0.0,1.0,1482.0,1092.0,0.0,2574.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,10.0,5.0,1.0,2.0,3.0,2007.0,0.0,3.0,868.0,1.0,1.0,1.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,4.0,4.0,276000.0
298.0,60.0,0.0,66.0,7399.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,0.0,0.0,2.0,7.0,5.0,1997.0,1998.0,1.0,1.0,7.0,9.0,1.0,1600.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,649.0,5.0,0.0,326.0,975.0,0.0,0.0,0.0,1.0,975.0,975.0,0.0,1950.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,5.0,1997.0,1.0,2.0,576.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,198.0,0.0,0.0,6.0,2007.0,5.0,3.0,239000.0
322.0,60.0,1.0,99.0,12099.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,8.0,5.0,2004.0,2004.0,0.0,1.0,7.0,9.0,1.0,388.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,970.0,5.0,0.0,166.0,1136.0,0.0,0.0,0.0,1.0,1136.0,1332.0,0.0,2468.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,10.0,5.0,1.0,2.0,3.0,2004.0,0.0,3.0,872.0,1.0,1.0,1.0,184.0,154.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,5.0,3.0,354000.0
360.0,60.0,1.0,78.0,12011.0,1.0,0.0,3.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,8.0,5.0,1998.0,1998.0,0.0,1.0,7.0,9.0,1.0,530.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,956.0,5.0,0.0,130.0,1086.0,0.0,0.0,0.0,1.0,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,1998.0,1.0,2.0,592.0,1.0,1.0,1.0,208.0,75.0,0.0,0.0,374.0,0.0,0.0,6.0,2006.0,5.0,3.0,280000.0
5.0,60.0,1.0,84.0,14260.0,1.0,0.0,3.0,0.0,2.0,0.0,10.0,2.0,0.0,0.0,2.0,8.0,5.0,2000.0,2000.0,0.0,1.0,7.0,9.0,1.0,350.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,655.0,5.0,0.0,490.0,1145.0,0.0,0.0,0.0,1.0,1145.0,1053.0,0.0,2198.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,4.0,1.0,2000.0,1.0,3.0,836.0,1.0,1.0,1.0,192.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,5.0,3.0,250000.0
21.0,60.0,1.0,101.0,14215.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,8.0,5.0,2005.0,2006.0,0.0,1.0,7.0,9.0,1.0,380.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,1158.0,1158.0,0.0,0.0,0.0,1.0,1158.0,1218.0,0.0,2376.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,2.0,3.0,2005.0,1.0,3.0,853.0,1.0,1.0,1.0,240.0,154.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,4.0,4.0,325300.0
28.0,20.0,1.0,98.0,11478.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,1.0,8.0,5.0,2007.0,2008.0,0.0,1.0,7.0,9.0,2.0,200.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1218.0,5.0,0.0,486.0,1704.0,0.0,0.0,0.0,1.0,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,2.0,1.0,2008.0,1.0,3.0,772.0,1.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,5.0,3.0,306000.0
56.0,20.0,1.0,100.0,10175.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,6.0,5.0,1964.0,1964.0,0.0,1.0,3.0,7.0,1.0,272.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,490.0,5.0,0.0,935.0,1425.0,0.0,2.0,0.0,1.0,1425.0,0.0,0.0,1425.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,5.0,1.0,2.0,1.0,1964.0,1.0,2.0,576.0,1.0,1.0,1.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,7.0,2008.0,5.0,3.0,180500.0
59.0,60.0,1.0,66.0,13682.0,1.0,1.0,1.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,2.0,10.0,5.0,2006.0,2006.0,1.0,1.0,7.0,9.0,1.0,1031.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1.0,1426.0,1519.0,0.0,2945.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,10.0,5.0,1.0,2.0,3.0,2006.0,0.0,3.0,641.0,1.0,1.0,1.0,192.0,0.0,37.0,0.0,0.0,0.0,0.0,10.0,2006.0,4.0,4.0,438780.0
163.0,20.0,1.0,95.0,12182.0,1.0,3.0,3.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,7.0,5.0,2005.0,2005.0,0.0,1.0,7.0,9.0,1.0,226.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1201.0,5.0,0.0,340.0,1541.0,0.0,0.0,0.0,1.0,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,2.0,1.0,2005.0,1.0,2.0,532.0,1.0,1.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,4.0,4.0,220000.0
175.0,20.0,1.0,47.0,12416.0,1.0,0.0,3.0,0.0,4.0,0.0,18.0,2.0,0.0,0.0,1.0,6.0,5.0,1986.0,1986.0,0.0,1.0,7.0,7.0,2.0,132.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1398.0,3.0,208.0,0.0,1606.0,0.0,3.0,0.0,1.0,1651.0,0.0,0.0,1651.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,3.0,1.0,4.0,1.0,1986.0,0.0,2.0,616.0,1.0,1.0,1.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,5.0,3.0,184000.0
233.0,160.0,2.0,21.0,1680.0,1.0,3.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,2.0,6.0,5.0,1972.0,1972.0,0.0,1.0,3.0,3.0,1.0,297.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,0.0,5.0,0.0,483.0,483.0,0.0,3.0,0.0,1.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,1972.0,2.0,1.0,288.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,5.0,3.0,94500.0
259.0,60.0,1.0,80.0,12435.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,5.0,2001.0,2001.0,0.0,1.0,7.0,9.0,1.0,172.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,361.0,5.0,0.0,602.0,963.0,0.0,0.0,0.0,1.0,963.0,829.0,0.0,1792.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,2001.0,1.0,2.0,564.0,1.0,1.0,1.0,0.0,96.0,0.0,245.0,0.0,0.0,0.0,5.0,2008.0,5.0,3.0,231500.0
281.0,60.0,1.0,82.0,11287.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,0.0,0.0,2.0,7.0,6.0,1989.0,1989.0,0.0,1.0,5.0,7.0,1.0,340.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,421.0,5.0,0.0,386.0,807.0,0.0,2.0,0.0,1.0,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,1989.0,0.0,2.0,575.0,1.0,1.0,1.0,0.0,84.0,0.0,196.0,0.0,0.0,0.0,1.0,2007.0,5.0,3.0,228500.0
283.0,120.0,1.0,34.0,5063.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,3.0,1.0,7.0,5.0,2007.0,2008.0,0.0,1.0,7.0,9.0,2.0,166.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,904.0,5.0,0.0,410.0,1314.0,0.0,0.0,0.0,1.0,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,2008.0,1.0,2.0,626.0,1.0,1.0,1.0,172.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,3.0,3.0,207500.0
81.0,60.0,1.0,100.0,13000.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,6.0,6.0,1968.0,1968.0,0.0,1.0,7.0,9.0,1.0,576.0,2.0,0.0,1.0,2.0,2.0,3.0,4.0,448.0,5.0,0.0,448.0,896.0,0.0,3.0,0.0,1.0,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,5.0,1.0,2.0,1.0,1968.0,0.0,1.0,509.0,1.0,1.0,1.0,0.0,72.0,0.0,0.0,252.0,0.0,0.0,6.0,2009.0,5.0,3.0,193500.0
86.0,60.0,1.0,121.0,16059.0,1.0,3.0,3.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,8.0,5.0,1991.0,1992.0,1.0,1.0,3.0,3.0,1.0,284.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,1288.0,1288.0,0.0,0.0,0.0,1.0,1301.0,1116.0,0.0,2417.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,4.0,1.0,1991.0,2.0,2.0,462.0,1.0,1.0,1.0,127.0,82.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,5.0,3.0,260000.0
129.0,60.0,1.0,69.0,7590.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,2.0,6.0,5.0,1966.0,1966.0,0.0,1.0,7.0,9.0,1.0,266.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,512.0,5.0,0.0,148.0,660.0,0.0,3.0,0.0,1.0,660.0,688.0,0.0,1348.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,1966.0,1.0,2.0,453.0,1.0,1.0,1.0,188.0,108.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,5.0,3.0,155000.0
139.0,60.0,1.0,73.0,9066.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,8.0,5.0,1999.0,2000.0,0.0,1.0,7.0,9.0,1.0,320.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,668.0,5.0,0.0,336.0,1004.0,0.0,0.0,0.0,1.0,1004.0,848.0,0.0,1852.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,2.0,4.0,1.0,1999.0,0.0,3.0,660.0,1.0,1.0,1.0,224.0,106.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,5.0,3.0,230000.0
177.0,60.0,1.0,97.0,10029.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,5.0,1988.0,1989.0,0.0,1.0,5.0,7.0,1.0,268.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,831.0,5.0,0.0,320.0,1151.0,0.0,3.0,0.0,1.0,1164.0,896.0,0.0,2060.0,0.0,1.0,2.0,1.0,4.0,1.0,3.0,8.0,5.0,1.0,4.0,1.0,1988.0,2.0,2.0,521.0,1.0,1.0,1.0,0.0,228.0,0.0,0.0,192.0,0.0,0.0,9.0,2007.0,5.0,3.0,211000.0
261.0,80.0,1.0,120.0,19296.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,6.0,5.0,1962.0,1962.0,0.0,1.0,8.0,10.0,1.0,399.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,672.0,0.0,690.0,0.0,1362.0,0.0,3.0,0.0,1.0,1382.0,0.0,0.0,1382.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,5.0,1.0,4.0,1.0,1991.0,2.0,2.0,884.0,1.0,1.0,1.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,5.0,2009.0,5.0,3.0,176000.0
266.0,20.0,1.0,78.0,12090.0,1.0,0.0,3.0,0.0,4.0,0.0,9.0,2.0,0.0,0.0,1.0,6.0,6.0,1981.0,1981.0,0.0,1.0,4.0,5.0,1.0,210.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,588.0,3.0,228.0,606.0,1422.0,0.0,3.0,0.0,1.0,1422.0,0.0,0.0,1422.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,1981.0,0.0,2.0,576.0,1.0,1.0,1.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,5.0,3.0,175500.0
334.0,120.0,2.0,59.0,8198.0,1.0,3.0,3.0,0.0,3.0,0.0,11.0,2.0,0.0,4.0,1.0,7.0,5.0,2004.0,2004.0,0.0,1.0,7.0,9.0,2.0,146.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,720.0,5.0,0.0,638.0,1358.0,0.0,0.0,0.0,1.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,2004.0,1.0,2.0,484.0,1.0,1.0,1.0,192.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,5.0,3.0,207000.0
12.0,60.0,1.0,85.0,11924.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,9.0,5.0,2005.0,2006.0,1.0,1.0,9.0,11.0,2.0,286.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,998.0,5.0,0.0,177.0,1175.0,0.0,0.0,0.0,1.0,1182.0,1142.0,0.0,2324.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,11.0,5.0,2.0,2.0,3.0,2005.0,0.0,3.0,736.0,1.0,1.0,1.0,147.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,4.0,4.0,345000.0
35.0,120.0,1.0,60.0,7313.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,4.0,1.0,9.0,5.0,2005.0,2005.0,1.0,1.0,4.0,5.0,1.0,246.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,1153.0,5.0,0.0,408.0,1561.0,0.0,0.0,0.0,1.0,1561.0,0.0,0.0,1561.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,2.0,1.0,2005.0,0.0,2.0,556.0,1.0,1.0,1.0,203.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,5.0,3.0,277500.0
41.0,20.0,1.0,84.0,8658.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,6.0,5.0,1965.0,1965.0,0.0,1.0,8.0,10.0,1.0,101.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,643.0,5.0,0.0,445.0,1088.0,0.0,0.0,0.0,1.0,1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,5.0,1.0,4.0,1.0,1965.0,1.0,2.0,440.0,1.0,1.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,5.0,0.0,160000.0
71.0,20.0,1.0,95.0,13651.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,7.0,6.0,1973.0,1973.0,0.0,1.0,5.0,7.0,1.0,1115.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1880.0,5.0,0.0,343.0,2223.0,0.0,0.0,0.0,1.0,2223.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,8.0,5.0,2.0,2.0,1.0,1973.0,0.0,2.0,516.0,1.0,1.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,5.0,3.0,244000.0
102.0,60.0,1.0,77.0,9206.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,0.0,0.0,2.0,6.0,5.0,1985.0,1985.0,0.0,1.0,3.0,3.0,1.0,336.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,741.0,741.0,0.0,3.0,0.0,1.0,977.0,755.0,0.0,1732.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,1985.0,0.0,2.0,476.0,1.0,1.0,1.0,192.0,46.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,5.0,3.0,178000.0
116.0,160.0,0.0,34.0,3230.0,1.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,0.0,4.0,2.0,6.0,5.0,1999.0,1999.0,0.0,1.0,4.0,5.0,1.0,1129.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,419.0,5.0,0.0,310.0,729.0,0.0,2.0,0.0,1.0,729.0,729.0,0.0,1458.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,1999.0,2.0,2.0,440.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,5.0,3.0,176000.0
131.0,60.0,1.0,88.0,14200.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,7.0,6.0,1966.0,1966.0,0.0,1.0,4.0,5.0,1.0,309.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,445.0,5.0,0.0,479.0,924.0,0.0,0.0,0.0,1.0,1216.0,941.0,0.0,2157.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,5.0,2.0,2.0,1.0,1966.0,0.0,2.0,487.0,1.0,1.0,1.0,105.0,66.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,5.0,3.0,226000.0
172.0,20.0,1.0,141.0,31770.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,6.0,5.0,1960.0,1960.0,1.0,1.0,1.0,7.0,2.0,112.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,639.0,5.0,0.0,441.0,1080.0,0.0,1.0,0.0,1.0,1656.0,0.0,0.0,1656.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,7.0,5.0,2.0,2.0,1.0,1960.0,0.0,2.0,528.0,1.0,1.0,0.0,210.0,62.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,5.0,3.0,215000.0
200.0,20.0,1.0,76.0,9591.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,1.0,8.0,5.0,2004.0,2005.0,1.0,1.0,7.0,9.0,1.0,262.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1088.0,5.0,0.0,625.0,1713.0,0.0,0.0,0.0,1.0,1713.0,0.0,0.0,1713.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,5.0,1.0,2.0,1.0,2004.0,0.0,3.0,856.0,1.0,1.0,1.0,0.0,26.0,0.0,0.0,170.0,0.0,0.0,1.0,2009.0,5.0,3.0,274900.0
256.0,60.0,1.0,66.0,8738.0,1.0,0.0,3.0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,2.0,7.0,5.0,1999.0,1999.0,0.0,1.0,7.0,9.0,1.0,302.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,975.0,975.0,0.0,0.0,0.0,1.0,1005.0,1286.0,0.0,2291.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,5.0,1.0,4.0,3.0,1999.0,0.0,2.0,429.0,1.0,1.0,1.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,5.0,3.0,230000.0
273.0,60.0,1.0,92.0,11764.0,1.0,0.0,3.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,8.0,7.0,1999.0,2007.0,0.0,1.0,7.0,9.0,1.0,348.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,524.0,5.0,0.0,628.0,1152.0,0.0,0.0,0.0,1.0,1164.0,1106.0,0.0,2270.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,2.0,1.0,1999.0,0.0,3.0,671.0,1.0,1.0,1.0,132.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,5.0,3.0,290000.0
279.0,20.0,1.0,107.0,14450.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,1.0,9.0,5.0,2006.0,2007.0,0.0,1.0,2.0,2.0,1.0,315.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0,2121.0,2121.0,0.0,0.0,0.0,1.0,2121.0,0.0,0.0,2121.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,8.0,5.0,1.0,0.0,1.0,2007.0,0.0,3.0,732.0,1.0,1.0,1.0,124.0,98.0,0.0,0.0,142.0,0.0,0.0,5.0,2007.0,4.0,4.0,415298.0
284.0,20.0,1.0,74.0,9612.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,1.0,0.0,0.0,1.0,8.0,5.0,2008.0,2009.0,0.0,1.0,7.0,9.0,2.0,72.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,1468.0,1468.0,0.0,0.0,0.0,1.0,1468.0,0.0,0.0,1468.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,2008.0,0.0,3.0,898.0,1.0,1.0,1.0,210.0,150.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,4.0,4.0,244600.0
299.0,60.0,1.0,90.0,11700.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,0.0,0.0,2.0,6.0,6.0,1968.0,1968.0,2.0,1.0,3.0,1.0,1.0,365.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,384.0,4.0,175.0,143.0,702.0,0.0,2.0,0.0,1.0,1041.0,702.0,0.0,1743.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,7.0,5.0,1.0,2.0,1.0,1968.0,2.0,2.0,539.0,1.0,1.0,1.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,5.0,3.0,175000.0
303.0,20.0,1.0,118.0,13704.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,5.0,2001.0,2002.0,0.0,1.0,7.0,9.0,1.0,150.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,1541.0,1541.0,0.0,0.0,0.0,1.0,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,5.0,1.0,4.0,1.0,2001.0,1.0,3.0,843.0,1.0,1.0,1.0,468.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,5.0,3.0,205000.0
